record_id,study_label,title,year,journal,doi,mmat_category,screen_clear_question,screen_data_address_question,c1,c2,c3,c4,c5,rationale_c1,rationale_c2,rationale_c3,rationale_c4,rationale_c5,mmat_overall,criteria_note,applies_prediction_appraisal,probast_participants,probast_predictors,probast_outcome,probast_analysis,probast_overall_rob,probast_overall_applicability,probast_rationale,tripod_ai_data,tripod_ai_model,tripod_ai_validation,tripod_ai_transparency,tripod_ai_overall,reviewer_id,assessed_at,appraisal_note,pilot_batch
REC-AIBIOGU-000331,Wu2023,"Multimodal investigation of bladder cancer data based on computed tomography, whole slide imaging, and transcriptomics.",2023,Quant Imaging Med Surg,10.21037/qims-22-679,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,"Single retrospective cohort (n=127) from consecutive surgical patients, single country/center group; convenience sample.","CT radiomics, WSI pathomics, and RNA-seq features assessed with established pipelines.",Missing-data handling for incomplete multimodal data (CT/WSI/RNA) not fully detailed.,No adjustment for confounders in cross-modal association/CNN subtyping analysis.,Multimodal association analysis and CNN subtyping applied per STARD-informed protocol.,low,MMAT non-randomized (Hong 2018).,yes,high,low,unclear,high,high,unclear,Molecular subtype is a surrogate/indirect outcome rather than a hard clinical endpoint; CNN trained on modest multimodal n=127.,partial,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,Outcome is molecular-subtype prediction (surrogate) rather than a direct clinical endpoint; flagged as borderline for PROBAST outcome domain and applicability.,batch-05
REC-AIBIOGU-000332,Chen2022,CT-based deep learning radiomics signature for the preoperative prediction of the muscle-invasive status of bladder cancer.,2022,Front Oncol,10.3389/fonc.2022.1019749,non_randomized,yes,yes,cant_tell,yes,yes,no,yes,"Single-center retrospective cohort n=173, convenience sample.",CT deep-learning radiomics features and MIS pathology appropriately assessed.,Complete data for included patients (train 129/test 44).,No broader confounder adjustment beyond feature-selection pipeline; single institution.,PCC/LASSO + PCA deep-feature pipeline applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,"Small test cohort (n=44), six ML classifiers compared; single-center without external validation.",yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,"MIBC status prediction; internal split only, no external validation.",batch-05
REC-AIBIOGU-000333,Wang2022,Characterization of Epithelial-Mesenchymal Transition Identifies a Gene Signature for Predicting Clinical Outcomes and Therapeutic Responses in Bladder Cancer.,2022,Dis Markers,10.1155/2022/9593039,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,"TCGA discovery (n=393) + 2 independent GEO validation cohorts (GSE13507, GSE32894); convenience cohorts.",ssGSEA hallmark scoring and EMT-gene DEG analysis appropriately conducted.,Missing-data handling for merged/validation cohorts not detailed; <30d survival excluded.,No formal confounder adjustment beyond multivariable Cox.,RSF + stepwise Cox (AIC) pipeline applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,"EMT-related gene signature validated in two independent GEO cohorts, a relative strength despite typical high analysis ROB from RSF variable selection.",partial,yes,yes,partial,partial,REV-ALCIDES-AI,2026-09-22,Two independent external validation cohorts is stronger than the corpus median.,batch-05
REC-AIBIOGU-000335,Qiwei2022,Comparison between renal pelvic and ureteral tumors in muscle-invasive upper tract urothelial carcinoma.,2022,Cancer Sci,10.1111/cas.15634,non_randomized,yes,yes,cant_tell,yes,cant_tell,cant_tell,yes,SEER database + single-center cohort; convenience/registry-based sample for UTUC comparison.,"Clinical, molecular subtype, and TME features assessed with established methods.",Missing-data handling for SEER/molecular subtype merge not detailed.,"Comparison between renal pelvic vs ureteral tumors partly addressed via described PSM, extent unclear from abstract-level text.",Deep-learning (Inception V3) subtype classification from H&E applied as described.,low,MMAT non-randomized (Hong 2018); comparative cohort study with an auxiliary DL classifier.,yes,high,low,unclear,high,high,unclear,DL classification of molecular subtype from H&E is a secondary/exploratory component of a primarily comparative descriptive study; training set size for DL model not clearly reported.,partial,partial,partial,no,inadequate,REV-ALCIDES-AI,2026-09-22,Primary study design is a comparative/descriptive UTUC analysis; DL molecular-subtype classifier is auxiliary. Applicability marked unclear because the predictive component is secondary to the comparative aim.,batch-05
REC-AIBIOGU-000338,Feng2022,Radiomics Nomogram Based on High--Value Diffusion-Weighted Imaging for Distinguishing the Grade of Bladder Cancer.,2022,Life (Basel),10.3390/life12101510,non_randomized,yes,yes,cant_tell,yes,yes,no,yes,"Single-center cohort n=74 (after exclusions from 90), convenience sample.",High-b-value DWI/ADC radiomics features appropriately assessed for grading.,Complete data for the 74 included patients (train/test 8:2).,"No broader confounder adjustment; single institution, small sample.",Wilcoxon-filtered LASSO + logistic regression pipeline applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,Very small test cohort (~15 patients from 8:2 split of n=74); no external validation.,yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,Small feasibility-style radiomics study; internal split only.,batch-05
REC-AIBIOGU-000339,Xu2022,Artificial intelligence-driven consensus gene signatures for improving bladder cancer clinical outcomes identified by multi-center integration analysis.,2022,Mol Oncol,10.1002/1878-0261.13313,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,10 pooled GEO/TCGA cohorts + IMvigor210 (n=1351 across 11 cohorts); convenience cohorts pooled retrospectively.,Gene expression profiles and multiple survival/immunotherapy endpoints appropriately assessed.,Missing-data handling across 11 heterogeneous cohorts not fully detailed.,No formal confounder adjustment though staging/molecular comparisons performed; heterogeneous cohort pooling risk.,"10 algorithms x 76 combinations pipeline, benchmarked against 58 published signatures, applied as described.",low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,"Extremely extensive ML combination search (76 models) across 11 cohorts is a hallmark of the expected high analysis ROB in this corpus, despite unusually thorough external benchmarking against 58 published signatures.",yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,"One of the most extensively validated signatures in the batch (11 independent cohorts, benchmarked vs 58 published models); still high analysis ROB per calibration default for massive ML search.",batch-05
REC-AIBIOGU-000341,Guo2022,Gender dimorphism in survival of patients with lymph node metastasis of bladder cancer.,2022,Ther Adv Med Oncol,10.1177/17588359221108690,non_randomized,yes,yes,cant_tell,yes,cant_tell,cant_tell,yes,SEER (population registry) + TCGA + IMvigor210 + single-center MRI radiomics cohort; mixed convenience/registry sources.,"Survival endpoints, gender-DEGs and radiomics features appropriately assessed.",Missing-data handling for SEER/TCGA merge and radiomics subcohort not detailed.,Stratified analyses by gender and metastasis site partially address confounding but full adjustment unclear.,Gender-associated signature construction and radiomics-signature linkage applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,unclear,high,high,unclear,Gender x metastasis-site stratified design with a gender-associated molecular signature and an exploratory radiomics link; outcome definition (gender-associated signature) is less standard/hard-clinical than typical OS/PFS endpoints.,partial,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,Comorbid/subgroup-stratified design (gender x metastasis site) per calibration rule 5: applicability concern noted rather than reclassifying eligibility.,batch-05
REC-AIBIOGU-000342,Bai2022,Study on Molecular Information Intelligent Diagnosis and Treatment of Bladder Cancer on Pathological Tissue Image.,2022,Front Med (Lausanne),10.3389/fmed.2022.838182,non_randomized,yes,yes,cant_tell,yes,yes,no,yes,"Single-center cohort n=119 MIBC patients, convenience sample.","IHC-labeled molecular subtype/p53/PD-L1 status as ground truth, appropriately measured.",Complete data for the 119 included patients.,No broader confounder adjustment; single institution.,3 independent CNNs (ResNet) applied per described 5-subtask pipeline.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,Small single-center cohort (n=119) for CNN training/testing; no external validation reported.,yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,CAD system predicting molecular subtype/p53/PD-L1 status from pathology images; internal validation only.,batch-05
REC-AIBIOGU-000344,Terrematte2022,A Novel Machine Learning 13-Gene Signature: Improving Risk Analysis and Survival Prediction for Clear Cell Renal Cell Carcinoma Patients.,2022,Cancers (Basel),10.3390/cancers14092111,non_randomized,yes,yes,yes,cant_tell,yes,yes,no,TCGA-KIRC and ICGC-RECA ccRCC RNA-seq cohorts match prognostic signature aim.,Registry cohorts convenient; generalizability to treated real-world ccRCC unclear.,RNA-seq OS and time-dependent AUC metrics appropriate for prognostic ML.,Survival status and follow-up reported; censored models used.,Stage/treatment and other confounders not fully accounted in signature development on full TCGA.,low,MMAT v2018 quantitative non-randomized (cohort) criteria.,yes,unclear,low,low,high,high,high concern,TCGA/ICGC selection; gene predictors clear; OS defined; mRMR/Cox tuning on full TCGA before CV raises overfitting risk.,yes,yes,partial,no,partial,REV-ALCIDES,2026-09-21,Borderline: external ICGC validation but feature selection not fully nested within CV folds.,pilot
REC-AIBIOGU-000345,Cho2022,Prediction of the Immune Phenotypes of Bladder Cancer Patients for Precision Oncology.,2022,IEEE Open J Eng Med Biol,10.1109/ojemb.2022.3163533,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Public BC datasets incl. IMvigor210; convenience cohorts.,Immune phenotype labels (inflamed/excluded/desert) and gene expression appropriately assessed.,Missing-data handling for merged public datasets not detailed.,No formal confounder adjustment across classifiers.,RF/DNN/SVM with boosting and feature selection applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,unclear,high,high,low concern,Modest AUC (0.71-0.86 range) across classifiers; immune-phenotype outcome less standard than hard survival endpoint.,partial,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,"Immune phenotype classification (inflamed/excluded/desert) is a less standard, less externally validated endpoint than OS/PFS used elsewhere in this corpus.",batch-05
REC-AIBIOGU-000346,Jung2022,Proteomic-Based Machine Learning Analysis Reveals PYGB as a Novel Immunohistochemical Biomarker to Distinguish Inverted Urothelial Papilloma From Low-Grade Papillary Urothelial Carcinoma With Inverted Growth.,2022,Front Oncol,10.3389/fonc.2022.841398,descriptive,yes,yes,yes,yes,no,cant_tell,yes,"Discovery (9 IUP, 12 PUC, 10 NU) and IHC cohort (25 IUP, 16 PUC) match diagnostic aim.",LC-MS/MS proteomics and IHC validation are fit-for-purpose for biomarker discovery.,"Rare entities, single-center archival series; small discovery groups limit representativeness.",SVM feature selection on discovery set then IHC test; cutoff transfer not fully independent.,Authors report small validation n and plan multi-institution confirmation.,low,MMAT v2018 quantitative descriptive (proteomic case series with comparative groups).,yes,high,low,low,high,high,unclear,Small single-center FFPE series; ML on discovery proteome with same-institution IHC validation and H-score cutoff optimization.,yes,partial,partial,yes,partial,REV-ALCIDES,2026-09-21,Borderline: TCGA survival mentions for risk subgroups; primary appraisal targets diagnostic PYGB IHC model (AUROC 0.923).,pilot
REC-AIBIOGU-000347,Zhou2021,"A nomogram combined with radiomics features, albuminuria, and metabolic syndrome to predict the risk of myometrial invasion of bladder cancer.",2021,Transl Cancer Res,10.21037/tcr-21-426,non_randomized,yes,yes,cant_tell,yes,yes,cant_tell,yes,"Single-center retrospective cohort n=100, convenience sample.",Multi-parameter CT radiomics + albuminuria/metabolic syndrome clinical factors appropriately assessed.,Complete data for included patients (train 70/validation 30).,"Albuminuria and metabolic syndrome identified as independent factors via multivariable analysis, partially addressing confounding, but extent of adjustment unclear from abstract.",Radiomics+SVM+nomogram pipeline applied per stated TRIPOD-informed protocol.,low,MMAT non-randomized (Hong 2018); explicitly followed TRIPOD reporting checklist.,yes,high,low,low,high,high,low concern,1223 texture features from n=100 single-center cohort with small validation set (n=30); TRIPOD checklist followed is a reporting strength.,yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,"Explicit TRIPOD checklist adherence noted in Methods, a positive reporting signal; still single-center small-sample study.",batch-05
REC-AIBIOGU-000349,Guo2021,A Novel CpG Methylation Risk Indicator for Predicting Prognosis in Bladder Cancer.,2021,Front Cell Dev Biol,10.3389/fcell.2021.642650,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,"TCGA cohort (n=357) randomly split into training/internal validation; convenience public cohort, no external dataset.",CpG methylation and clinical stage/sex/age appropriately assessed.,Missing-data handling for methylation array data not detailed.,No formal confounder adjustment beyond nomogram covariates.,LASSO + SVM-RFE overlap pipeline applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,Internal-only validation (no independent external cohort); 8-CpG methylation signature.,partial,yes,partial,partial,partial,REV-ALCIDES-AI,2026-09-22,Only internal (TCGA-split) validation; no independent external cohort reported.,batch-05
REC-AIBIOGU-000350,Hepburn2021,Identification of CNGB1 as a Predictor of Response to Neoadjuvant Chemotherapy in Muscle-Invasive Bladder Cancer.,2021,Cancers (Basel),10.3390/cancers13153903,non_randomized,yes,yes,no,yes,cant_tell,no,yes,"Discovery cohort of only 30 MIBC cases explicitly and deliberately selected for extreme response phenotypes (exquisitely strong responders vs marked resistance), a highly non-representative extreme-groups design.",Gene expression profiling and IHC appropriately assessed.,"Small sample sizes across discovery (n=30) and validation cohorts (n=26, n=99) limit completeness assessment.",No adjustment for confounders in this extreme-phenotype discovery design.,RGIFE ML feature elimination applied as described.,low,MMAT non-randomized (Hong 2018); extreme-phenotype discovery design is a notable limitation.,yes,high,low,low,high,high,low concern,Extreme-phenotype 'exquisitely selected' discovery cohort (n=30) reporting 100% predictive accuracy is a classic overfitting red flag; two independent validation cohorts partially mitigate.,yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,Discovery cohort selection is deliberately non-representative (extreme responders/non-responders) inflating apparent predictive accuracy (100% reported); flagged as high risk of optimistic bias despite validation cohorts.,batch-05
REC-AIBIOGU-000351,Tang2021,Radiomic assessment as a method for predicting tumor mutation burden (TMB) of bladder cancer patients: a feasibility study.,2021,BMC Cancer,10.1186/s12885-021-08569-y,non_randomized,yes,yes,cant_tell,yes,yes,no,yes,"TCIA/TCGA-BLCA cohort n=75, convenience public sample, explicitly termed a 'feasibility study'.",Radiomic features and TMB status appropriately assessed.,Complete data for the 75 included patients.,No adjustment for confounders; small single-dataset analysis.,Unsupervised clustering + LASSO/backward stepwise regression applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,Small n=75 feasibility study without independent external validation; authors explicitly call for future larger studies.,yes,yes,no,partial,partial,REV-ALCIDES-AI,2026-09-22,Explicitly self-described 'feasibility study' with no external validation cohort; conclusions should be considered preliminary.,batch-05
REC-AIBIOGU-000352,Chen2021,A Novel Nomogram Based on Machine Learning-Pathomics Signature and Neutrophil to Lymphocyte Ratio for Survival Prediction of Bladder Cancer Patients.,2021,Front Oncol,10.3389/fonc.2021.703033,non_randomized,yes,yes,cant_tell,yes,yes,no,yes,TCGA (n=406) + Shanghai General Hospital (n=508 WSIs total) cross-validated cohorts; convenience sample.,WSI pathomics features and NLR appropriately assessed.,Complete data for included patients across both cohorts.,No formal confounder adjustment beyond univariate/multivariate Cox.,Pathomics feature selection + nomogram pipeline applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,"Cross-validated across TCGA and an independent institutional cohort, a relative strength.",yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,External institutional validation (General cohort) is a strength; still single external site plus TCGA.,batch-05
REC-AIBIOGU-000354,Zheng2021,Combining Multiparametric MRI Radiomics Signature With the Vesical Imaging-Reporting and Data System (VI-RADS) Score to Preoperatively Differentiate Muscle Invasion of Bladder Cancer.,2021,Front Oncol,10.3389/fonc.2021.619893,non_randomized,yes,yes,cant_tell,yes,yes,no,yes,"Single-center retrospective cohort n=185, convenience sample.",mpMRI radiomics + VI-RADS score appropriately assessed.,Complete data for included patients (train 129/validation 56).,No broader confounder adjustment beyond logistic regression; single institution.,mRMR feature selection + LASSO/SVM/RF classifiers applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,Single-center cohort with internal train/validation split only; three classifiers compared.,yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,Muscle-invasion differentiation nomogram; internal validation only.,batch-05
REC-AIBIOGU-000356,Chen2021,Clinical use of machine learning-based pathomics signature for diagnosis and survival prediction of bladder cancer.,2021,Cancer Sci,10.1111/cas.14927,non_randomized,yes,yes,cant_tell,yes,yes,no,yes,"Shanghai General Hospital + TCGA cohorts (643 images total), convenience sample.",H&E pathomics features and clinical risk stratification appropriately assessed.,Complete data for included patients across cohorts.,No formal confounder adjustment beyond nomogram covariates.,Cross-verified ML pathomics diagnosis/prognosis pipeline applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,"External validation cohort included (General cohort separate from TCGA), a relative strength.",yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,External institutional validation cohort present.,batch-05
REC-AIBIOGU-000358,Mao2021,Identification of a ten-long noncoding RNA signature for predicting the survival and immune status of patients with bladder urothelial carcinoma based on the GEO database: a superior machine learning model.,2021,Aging (Albany NY),10.18632/aging.202553,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,GEO-based cohorts (BRB-ArrayTools discovery + 3 validation datasets); convenience public cohorts.,lncRNA expression and immune-infiltration measures appropriately assessed.,Missing-data handling across multiple GEO datasets not detailed.,No formal confounder adjustment beyond Cox regression.,Random survival forest-variable hunting (RSF-VH) pipeline applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,"10-lncRNA signature validated across 3 GEO datasets, a relative strength despite typical high analysis ROB.",partial,yes,yes,partial,partial,REV-ALCIDES-AI,2026-09-22,Multiple validation datasets is a relative strength for this signature.,batch-05
REC-AIBIOGU-000360,Chen2020,Biomarkers of the Response to Immune Checkpoint Inhibitors in Metastatic Urothelial Carcinoma.,2020,Front Immunol,10.3389/fimmu.2020.01900,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,"Retrospective mUC cohort (source/sample size not fully detailed at abstract level, likely public ICI-treated dataset); convenience sample.",DEGs between ICI responders/non-responders and OS appropriately assessed.,Missing-data handling not detailed.,No formal confounder adjustment beyond LASSO-selected genes.,LASSO on top up/down-regulated DEGs (pre-filtered) applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,Feature pre-filtering (top 20 up/down DEGs) before LASSO risks optimistic performance; training/testing/combined cohort structure partially mitigates.,partial,yes,yes,no,partial,REV-ALCIDES-AI,2026-09-22,Two-stage feature selection (DEG pre-filter then LASSO) increases risk of overoptimistic model performance.,batch-05
REC-AIBIOGU-000365,Zheng2019,Development of a noninvasive tool to preoperatively evaluate the muscular invasiveness of bladder cancer using a radiomics approach.,2019,Cancer,10.1002/cncr.32490,non_randomized,yes,yes,cant_tell,yes,yes,cant_tell,yes,"Single-center retrospective cohort n=199, convenience sample.",MRI radiomics (whole lesion + basal part) appropriately assessed.,Complete data for included patients (train 130/validation 69).,Clinical predictor (tumor size) added via multivariable logistic regression but broader confounder control unclear.,LASSO radiomics signature + nomogram pipeline applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,Single-center cohort with internal split only (no independent external validation).,yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,"Muscular invasiveness nomogram; internal validation only, single-center.",batch-05
REC-AIBIOGU-000367,Xu2019,A predictive nomogram for individualized recurrence stratification of bladder cancer using multiparametric MRI and clinical risk factors.,2019,J Magn Reson Imaging,10.1002/jmri.26749,non_randomized,yes,yes,cant_tell,yes,yes,cant_tell,yes,"Single-center cohort n=71, small convenience sample.",mpMRI radiomics + clinical risk factors appropriately assessed.,Complete data for included patients (train 50/validation 21).,"Clinical factors (MIS, age, grade, etc.) included but formal confounder adjustment beyond SVM-RFE/LR unclear.",SVM-RFE + logistic regression pipeline applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,Very small cohort (n=71) with tiny validation set (n=21); 1872 candidate features.,yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,Small sample recurrence-prediction nomogram; internal validation only.,batch-05
REC-AIBIOGU-000368,Wu2018,Development and Validation of an MRI-Based Radiomics Signature for the Preoperative Prediction of Lymph Node Metastasis in Bladder Cancer.,2018,EBioMedicine,10.1016/j.ebiom.2018.07.029,non_randomized,yes,yes,cant_tell,yes,yes,cant_tell,yes,"Single-center cohort n=103, convenience sample.",MRI radiomics features for LN metastasis appropriately assessed.,Complete data for included patients (train 69/validation 34).,MRI-reported LN status included as covariate but broader confounder control unclear.,LASSO radiomics signature + nomogram pipeline applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,Small single-center cohort (n=103) with small validation set (n=34); authors explicitly note external validation still required.,yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,Authors explicitly state external validation is further required prior to clinical implementation.,batch-05
REC-AIBIOGU-000370,Catto2009,The application of artificial intelligence to microarray data: identification of a novel gene signature to identify bladder cancer progression.,2009,Eur Urol,10.1016/j.eururo.2009.10.029,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,"Discovery microarray cohort n=66 tumors, small convenience sample; validation IHC cohort n=262 larger.",Gene expression (microarray) and IHC protein expression appropriately assessed.,Missing-data handling not detailed for older (2009-era) dataset.,No formal confounder adjustment; comparison of AI vs statistical gene selection methods only.,NeuroFuzzy Modeling + ANN pipeline applied as described.,low,MMAT non-randomized (Hong 2018).,yes,high,unclear,low,high,high,low concern,200 genes pre-selected by statistical correlation before AI analysis (double-dipping risk); small discovery cohort (n=66) though validation cohort reasonably sized (n=262).,partial,partial,yes,no,partial,REV-ALCIDES-AI,2026-09-22,"Older (2009) study; AI-gene-selection pipeline followed by IHC validation in a larger independent cohort (n=262) is a relative strength, but feature pre-selection via statistical correlation before AI analysis is a methodological limitation.",batch-05
REC-AIBIOGU-000371,Chen2026,Dietary Polyphenol Acteoside-Related Molecular Signatures in Clear Cell Renal Cell Carcinoma: Multi-Omics Profiling and Functional Validation of IMPDH1.,2026,Food Sci Nutr,10.1002/fsn3.72340,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Multi-omics (bulk/single-cell/spatial) public ccRCC cohorts; convenience samples.,Acteoside-target-derived signatures and clinical outcomes appropriately assessed.,Missing-data handling for merged multi-omics datasets not detailed.,No formal confounder adjustment beyond cross-cohort benchmarking.,"Multiple ML strategies benchmarked; 10-gene prognostic model with cross-cohort validation, IMPDH1 functionally validated in vitro.",low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,10-gene model retained predictive performance across independent cohorts; functional validation of IMPDH1 supports biological plausibility despite typical high analysis ROB.,partial,yes,yes,partial,partial,REV-ALCIDES-AI,2026-09-22,Functional in-vitro validation of IMPDH1 (knockdown/overexpression) strengthens biological plausibility beyond typical bioinformatics-only signatures.,batch-05
REC-AIBIOGU-000374,Li2026,Integrative multi-omics identifies PANX2 as a ferroptosis suppressor and potential therapeutic target in clear cell renal cell carcinoma.,2026,Front Immunol,10.3389/fimmu.2026.1883667,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,scRNA-seq + bulk + spatial transcriptomic public ccRCC cohorts; convenience samples.,Ferroptosis-related gene features and survival outcomes appropriately assessed.,Missing-data handling for multi-omics integration not detailed.,No formal confounder adjustment beyond independent-cohort model evaluation.,"ML-based feature selection producing 4-gene risk model + nomogram, PANX2 extensively functionally validated (knockdown, xenografts, murine model).",low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,Consistent predictive performance in training and external validation cohorts; extensive functional/mechanistic validation of PANX2 is a notable strength.,partial,yes,yes,partial,partial,REV-ALCIDES-AI,2026-09-22,"Extensive in vivo/in vitro mechanistic validation (xenografts, immunocompetent murine model) beyond typical corpus signature papers.",batch-05
REC-AIBIOGU-000375,Pan2026,NECSO-based classification predicts immunotherapy efficacy and identifies FLAD1 as therapeutic target in kidney renal clear cell carcinoma.,2026,Front Immunol,10.3389/fimmu.2026.1914332,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,TCGA discovery + multiple independent ICI-treated/pan-cancer/single-cell validation cohorts; convenience samples.,"NECSO-related gene features, immune microenvironment and ICI response appropriately assessed.",Missing-data handling across multiple validation datasets not detailed.,No formal confounder adjustment beyond multi-cohort benchmarking.,"NMF clustering + ML-derived NECSOS score pipeline applied and validated in several independent ICI cohorts, FLAD1 extensively functionally validated.",low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,Validated in diverse pan-cancer ICI cohorts and single-cell datasets; extensive FLAD1 functional characterization is a notable strength.,partial,yes,yes,partial,partial,REV-ALCIDES-AI,2026-09-22,Broad external validation across multiple ICI-treated cohorts (pan-cancer) and functional validation of FLAD1.,batch-05
REC-AIBIOGU-000378,Wang2026,Development and validation of an integrated machine learning model for recurrence-free survival prediction in clear cell renal cell carcinoma.,2026,Transl Oncol,10.1016/j.tranon.2026.102937,non_randomized,yes,yes,cant_tell,yes,yes,no,yes,4-center retrospective cohort n=1284 (train 738/internal validation 317/external test 229); larger and more diverse than most corpus studies but still retrospective convenience sampling.,"Clinical, radiomics (CT) and deep-learning (3D-ViT) descriptors appropriately assessed.",Complete data reported across training/internal validation/external test splits.,Cox regression used for clinical feature selection but no broader formal confounder adjustment across the integrated pipeline.,"Radiomics + DL (3D-ViT) + clinical nomogram selected from 8 ML algorithms via 5-fold cross-validation, with a genuinely independent external test cohort.",low,MMAT non-randomized (Hong 2018).,yes,low,low,low,unclear,unclear,low concern,Notably robust design: 4-center cohort with a true independent external test cohort (n=229) and consistent AUC 0.85-0.94 across splits; still uses 8-algorithm model selection which carries some analysis risk though mitigated by external testing.,yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,Among the most methodologically rigorous studies in this batch: multicenter design with genuine external test cohort; deviates from the typical high-PROBAST-ROB default given this external validation rigor (flagged explicitly).,batch-05
REC-AIBIOGU-000379,Zhang2026,Integrative Multi-Transcriptomic Uncovers Actionable Signatures and Drug Repurposing Candidates for ccRCC-Hypertension Comorbidity.,2026,Cancers (Basel),10.3390/cancers18142250,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,TCGA-KIRC transcriptomic cohort integrated with GeneCards hypertension gene list; convenience public cohort.,"DEHRGs, WGCNA modules and diagnostic/survival outcomes appropriately assessed.",Missing-data handling for TCGA/GeneCards integration not detailed.,"Comorbidity (hypertension) is the analytic focus itself rather than a controlled confounder, raising an applicability rather than an internal-validity concern.",WGCNA + ML + Mendelian randomization pipeline applied as described; in vitro drug validation performed.,low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,unclear,Diagnostic model (tumor vs normal) based on 4 hub genes; Mendelian randomization used to strengthen causal inference is a methodological positive.,partial,partial,partial,no,inadequate,REV-ALCIDES-AI,2026-09-22,Comorbidity-focused design (ccRCC-hypertension) per calibration rule 5: applicability concern flagged rather than reclassifying eligibility; MR analysis is a methodological strength.,batch-05
REC-AIBIOGU-000380,Xu2026,Single-Cell and Machine Learning Analyses Identify MYDGF as an Immune-Related Biomarker Associated With the Tumor Microenvironment in Clear Cell Renal Cell Carcinoma.,2026,Hum Mutat,10.1155/humu/5262666,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,"scRNA-seq (GSE156632, n=12 samples) + TCGA-KIRC bulk cohort; convenience public samples.","MYDGF expression, immune-checkpoint and pathway activity appropriately assessed.",Missing-data handling for merged scRNA/bulk datasets not detailed.,No formal confounder adjustment; single-gene mechanistic focus with an exploratory gene set.,"LASSO Cox pipeline used to derive a preliminary 19-gene MYDGF-related prognostic set, explicitly described by the authors as requiring further validation.",low,MMAT non-randomized (Hong 2018).,yes,high,low,low,high,high,low concern,Authors explicitly characterize the 19-gene prognostic set as preliminary and requiring further validation; primary contribution is mechanistic (MYDGF single biomarker) rather than a finished prediction model.,partial,no,partial,partial,inadequate,REV-ALCIDES-AI,2026-09-22,"Prognostic gene set explicitly flagged by the authors themselves as preliminary/unvalidated; applies_prediction_appraisal marked yes per the corpus 'when in doubt, appraise' rule but treat PROBAST/TRIPOD judgments as provisional given this is a secondary/exploratory model in a primarily mechanistic biomarker paper.",batch-05
