hit_key	source	ext_id	title	pub_year	journal	doi	decision	exclusion_reason_code	note	screen_source
MED:39114306	MED	39114306	Prediction of clear cell renal cell carcinoma ≤ 4cm: visual assessment of ultrasound characteristics versus ultrasonographic radiomics analysis.	2024	Front Oncol	10.3389/fonc.2024.1298710	Included		Ultrasound radiomics distinguished small clear-cell renal cell carcinoma from angiomyolipoma, with an external AUC of 0.89.	batch-05
MED:38625419	MED	38625419	Prediction of prostate cancer aggressiveness using magnetic resonance imaging radiomics: a dual-center study.	2024	Discov Oncol	10.1007/s12672-024-00980-8	Included		MRI radiomics models predicted Gleason score and positive systematic-biopsy cores in prostate cancer, with external AUCs of 0.717 and 0.791.	batch-05
MED:40177755	MED	40177755	Preoperative CT radiomics&lt;b&gt;-&lt;/b&gt;based model for predicting Ki&lt;b&gt;-&lt;/b&gt;67 expression in clear cell renal cell carcinoma patients.	2024	Zhong Nan Da Xue Xue Bao Yi Xue Ban	10.11817/j.issn.1672-7347.2024.240455	Included		A CT radiomics model predicted Ki-67 expression in clear-cell renal cell carcinoma, with validation AUCs up to 0.857.	batch-05
MED:39003377	MED	39003377	Preoperative Prediction of Muscle Invasiveness in Bladder Cancer: The Role of 3D Volumetric Radiomics Using Diffusion-Weighted MRI, the VI-RADS Score, or a Combination of Both.	2024	Ann Surg Oncol	10.1245/s10434-024-15760-5	Included		A diffusion-MRI radiomics signature predicted muscle-invasive bladder cancer, with a cross-validated AUC of 0.83 and 0.92 when combined with VI-RADS.	batch-05
MED:38791977	MED	38791977	Prostate-Specific Membrane Antigen Positron Emission Tomography/Computed Tomography-Derived Radiomic Models in Prostate Cancer Prognostication.	2024	Cancers (Basel)	10.3390/cancers16101897	Excluded	wrong publication type	This is a topical review of PSMA PET/CT radiomic models in prostate cancer, kept for context and not as an included study.	batch-05
MED:38554673	MED	38554673	Radiogenomic analysis based on lipid metabolism-related subset for non-invasive prediction for prognosis of renal clear cell carcinoma.	2024	Eur J Radiol	10.1016/j.ejrad.2024.111433	Included		A 13-gene lipid-metabolism signature and a linked CT radiogenomic signature predicted overall survival in clear-cell renal cell carcinoma, with a hazard ratio of 4.98.	batch-05
MED:38791417	MED	38791417	Radiogenomics Map-Based Molecular and Imaging Phenotypical Characterization in Localised Prostate Cancer Using Pre-Biopsy Biparametric MR Imaging.	2024	Int J Mol Sci	10.3390/ijms25105379	Included		Radiomic texture features correlated with apoptosis, hypoxia, and androgen-receptor copy-number changes and improved prediction of clinically significant prostate cancer to an AUC of 0.95.	batch-05
MED:39684226	MED	39684226	Radiogenomics Pilot Study: Association Between Radiomics and Single Nucleotide Polymorphism-Based Microarray Copy Number Variation in Diagnosing Renal Oncocytoma and Chromophobe Renal Cell Carcinoma.	2024	Int J Mol Sci	10.3390/ijms252312512	Included		Selected CT radiomic features were strongly associated with genomic cytobands that separated chromophobe renal cell carcinoma from oncocytoma.	batch-05
MED:38999473	MED	38999473	Radiomic Pipelines for Prostate Cancer in External Beam Radiation Therapy: A Review of Methods and Future Directions.	2024	J Clin Med	10.3390/jcm13133907	Excluded	wrong publication type	This is a topical review of radiomic pipelines for prostate cancer radiotherapy, kept for context and not as an included study.	batch-05
MED:38763807	MED	38763807	Radiomic nomogram based on bi-parametric magnetic resonance imaging to predict the International Society of Urological Pathology grading ≥ 3 prostate cancer: a multicenter study.	2024	Clin Radiol	10.1016/j.crad.2024.04.011	Included		A biparametric-MRI radiomic nomogram predicted ISUP grade group 3 or higher prostate cancer, with external AUCs of 0.81.	batch-05
MED:37940428	MED	37940428	Radiomics Model for Predicting FOXP3 Expression Level and Survival in Clear Cell Renal Carcinoma.	2024	Acad Radiol	10.1016/j.acra.2023.10.008	Included		A CT radiomics score predicted FOXP3 expression and overall survival in clear-cell renal cell carcinoma, with validation AUC 0.809 and hazard ratio 3.41.	batch-05
MED:37955670	MED	37955670	Radiomics for the identification of extraprostatic extension with prostate MRI: a systematic review and meta-analysis.	2024	Eur Radiol	10.1007/s00330-023-10427-3	Excluded	wrong publication type	This is a topical systematic review and meta-analysis of MRI radiomics for extraprostatic extension, kept for context and not as an included study.	batch-05
MED:39285496	MED	39285496	Radiomics predicts the prognosis of patients with clear cell renal cell carcinoma by reflecting the tumor heterogeneity and microenvironment.	2024	Cancer Imaging	10.1186/s40644-024-00768-7	Included		A CT deep-learning radiomics score was an independent predictor of overall survival in clear-cell renal cell carcinoma and tracked tumor heterogeneity, with 5-year AUC 0.831.	batch-05
MED:38275002	MED	38275002	Robustness of magnetic resonance imaging and positron emission tomography radiomic features in prostate cancer: Impact on recurrence prediction after radiation therapy.	2024	Phys Imaging Radiat Oncol	10.1016/j.phro.2023.100530	Included		Robust MRI and PSMA-PET radiomic features predicted biochemical recurrence after radiotherapy, with a mean AUC of 0.89.	batch-05
MED:39388841	MED	39388841	Role of [&lt;sup&gt;18&lt;/sup&gt;F]-PSMA-1007 PET radiomics for seminal vesicle invasion prediction in primary prostate cancer.	2024	Comput Biol Med	10.1016/j.compbiomed.2024.109249	Included		PSMA PET radiomics predicted seminal-vesicle invasion in primary prostate cancer, with test AUCs of 0.85 and 0.96, and selected features correlated with progression-free survival.	batch-05
MED:38256682	MED	38256682	Scientific Status Quo of Small Renal Lesions: Diagnostic Assessment and Radiomics.	2024	J Clin Med	10.3390/jcm13020547	Excluded	wrong publication type	This is a topical review of small renal lesions and radiomics, kept for context and not as an included study.	batch-05
MED:39671594	MED	39671594	Survival After Radical Cystectomy for Bladder Cancer: Development of a Fair Machine Learning Model.	2024	JMIR Med Inform	10.2196/63289	Excluded	wrong intervention	The survival classifier uses National Cancer Database clinical records after cystectomy and does not discover a new biomarker.	batch-05
MED:37672362	MED	37672362	The Application of CT Radiomics in the Diagnosis of Vein Wall Invasion in Patients With Renal Cell Carcinoma Combined With Tumor Thrombus.	2024	Oncologist	10.1093/oncolo/oyad243	Included		CT radiomics models were built to diagnose venous-wall invasion in renal cell carcinoma with tumor thrombus, and test-set discrimination was reported.	batch-05
MED:37945095	MED	37945095	The Novel Green Learning Artificial Intelligence for Prostate Cancer Imaging: A Balanced Alternative to Deep Learning and Radiomics.	2024	Urol Clin North Am	10.1016/j.ucl.2023.08.001	Excluded	wrong publication type	This is a topical narrative review of artificial intelligence for prostate MRI, kept for context and not as an included study.	batch-05
MED:39272809	MED	39272809	The Role of Radiomics in the Prediction of Clinically Significant Prostate Cancer in the PI-RADS v2 and v2.1 Era: A Systematic Review.	2024	Cancers (Basel)	10.3390/cancers16172951	Excluded	wrong publication type	This is a topical systematic review of radiomics for clinically significant prostate cancer, kept for context and not as an included study.	batch-05
MED:39090234	MED	39090234	The accuracy and quality of image-based artificial intelligence for muscle-invasive bladder cancer prediction.	2024	Insights Imaging	10.1186/s13244-024-01780-y	Excluded	wrong publication type	This is a topical review and meta-analysis of image-based artificial intelligence for muscle-invasive bladder cancer, kept for context and not as an included study.	batch-05
MED:38740709	MED	38740709	The influence of manual segmentation strategies and different phases selection on machine learning-based computed tomography in renal tumors: a systematic review and meta-analysis.	2024	Radiol Med	10.1007/s11547-024-01825-8	Excluded	wrong publication type	This is a topical systematic review and meta-analysis of CT machine-learning methods in renal tumors, kept for context and not as an included study.	batch-05
MED:38505597	MED	38505597	The radiomics-clinical nomogram for predicting the response to initial superselective arterial embolization in renal angiomyolipoma, a preliminary study.	2024	Front Oncol	10.3389/fonc.2024.1334706	Excluded	wrong population	The cohort is renal angiomyolipoma, a mesenchymal tumor outside the epithelial genitourinary neoplasms in scope.	batch-05
MED:39570474	MED	39570474	The value of radiomics based on 2-[18 F]FDG PET/CT in predicting WHO/ISUP grade of clear cell renal cell carcinoma.	2024	EJNMMI Res	10.1186/s13550-024-01182-7	Included		FDG PET/CT radiomics predicted WHO/ISUP grade in clear-cell renal cell carcinoma, with test AUCs of about 0.87–0.88.	batch-05
MED:38844837	MED	38844837	Ultrasound contrast-enhanced radiomics model for preoperative prediction of the tumor grade of clear cell renal cell carcinoma: an exploratory study.	2024	BMC Med Imaging	10.1186/s12880-024-01317-1	Included		Contrast-enhanced ultrasound radiomics predicted WHO/ISUP nuclear grade in clear-cell renal cell carcinoma, with a test AUC of 0.811.	batch-05
MED:38240867	MED	38240867	Ultrasound-based deep learning radiomics nomogram for risk stratification of testicular masses: a two-center study.	2024	J Cancer Res Clin Oncol	10.1007/s00432-023-05549-6	Included		An ultrasound deep-learning radiomics nomogram stratified malignant versus benign testicular masses, with external AUCs of 0.835 and 0.834.	batch-05
MED:38189174	MED	38189174	Unraveling neoantigen-associated genes in bladder cancer: An in-depth analysis employing 101 machine learning algorithms.	2024	Environ Toxicol	10.1002/tox.24123	Included		A 101-algorithm screen produced a nine-gene neoantigen-related prognostic signature in bladder cancer that was validated in an independent cohort.	batch-05
MED:38255812	MED	38255812	Use of Multiple Machine Learning Approaches for Selecting Urothelial Cancer-Specific DNA Methylation Biomarkers in Urine.	2024	Int J Mol Sci	10.3390/ijms25020738	Included		Random forest, boosted trees, and LASSO prioritized urine DNA-methylation markers for urothelial cancer, and the ALOX5–TRPS1 pair reached 61% sensitivity at 95% specificity.	batch-05
MED:39736546	MED	39736546	Using apparent diffusion coefficient maps and radiomics to predict pathological grade in upper urinary tract urothelial carcinoma.	2024	BMC Med Imaging	10.1186/s12880-024-01540-w	Included		An ADC-map radiomics model predicted high-grade upper-tract urothelial carcinoma, with a test AUC of 0.786.	batch-05
MED:38872141	MED	38872141	Using machine learning to develop preoperative model for lymph node metastasis in patients with bladder urothelial carcinoma.	2024	BMC Cancer	10.1186/s12885-024-12467-4	Excluded	wrong intervention	The preoperative lymph-node model uses routine demographic, pathologic, imaging, and laboratory variables, led by imaging-positive nodes, rather than a new biomarker.	batch-05
MED:41277127	MED	41277127	A CT-based deep learning radiomics model for predicting HER2 expression and prognosis in non-muscle-invasive bladder cancer.	2025	Biomark Med	10.1080/17520363.2025.2590778	Included		A CT deep-learning radiomics signature predicted HER2 status in non-muscle-invasive bladder cancer with a test AUC of 0.894 and was an independent factor for recurrence-free survival.	batch-05
MED:40103464	MED	40103464	A Machine Learning Model Based on Multi-Phase Contrast-enhanced CT for the Preoperative Prediction of the Muscle-Invasive Status of Bladder Cancer.	2025	Curr Med Imaging	10.2174/0115734056377754250304040058	Included		A multiphase CT radiomics model predicted muscle-invasive bladder cancer, with AUCs of 0.80 internally and 0.87 on external testing.	batch-05
MED:40361482	MED	40361482	A Multiparametric MRI and Baseline-Clinical-Feature-Based Dense Multimodal Fusion Artificial Intelligence (MFAI) Model to Predict Castration-Resistant Prostate Cancer Progression.	2025	Cancers (Basel)	10.3390/cancers17091556	Included		A multiparametric-MRI radiomics fusion model predicted progression to castration-resistant prostate cancer within 12 months, with an AUC of 0.945.	batch-05
MED:39349786	MED	39349786	A Robust [<sup>18</sup>F]-PSMA-1007 Radiomics Ensemble Model for Prostate Cancer Risk Stratification.	2025	J Imaging Inform Med	10.1007/s10278-024-01281-w	Included		An ensemble of PSMA PET radiomic features separated high- from low-risk prostate cancer, with an average AUC of 85.75%.	batch-05
PPR:PPR1064626	PPR	PPR1064626	A Systematic Review of Multimodal Deep Learning and Machine Learning Fusion Techniques for Prostate Cancer Classification	2025		10.1101/2025.08.07.25333235	Excluded	wrong publication type	This is a topical systematic review of multimodal deep learning for prostate cancer classification, kept for context and not as an included study.	batch-05
PPR:PPR1050843	PPR	PPR1050843	A multi-modal deep learning framework for predicting PSA progression-free survival in metastatic prostate cancer using PSMA PET/CT imaging	2025		10.1101/2025.07.12.25331141	Included		A deep-learning imaging biomarker from PSMA PET/CT predicted PSA progression-free survival in metastatic prostate cancer, with cross-validated concordance indices of 0.75–0.94.	batch-05
MED:40803139	MED	40803139	A multimodal automated deep learning-based model for predicting biochemical recurrence of prostate cancer following prostatectomy from baseline MRI, Presurgical clinical covariates.	2025	Clin Imaging	10.1016/j.clinimag.2025.110579	Included		Quantitative MRI features combined with clinical covariates predicted biochemical recurrence after prostatectomy, with an AUROC of 0.74.	batch-05
MED:39690281	MED	39690281	A multimodal deep-learning model based on multichannel CT radiomics for predicting pathological grade of bladder cancer.	2025	Abdom Radiol (NY)	10.1007/s00261-024-04748-0	Included		A CT deep-learning radiomics model differentiated high- from low-grade bladder cancer, with a test AUC of 0.824 for the combined model.	batch-05
MED:41324013	MED	41324013	A non-invasive MRI-based multimodal fusion deep learning model (MF-DLM) for predicting overall survival in bladder cancer: a multicentre retrospective study.	2025	EClinicalMedicine	10.1016/j.eclinm.2025.103640	Included		An MRI deep-learning radiomics fusion score predicted overall survival in bladder cancer, with a training concordance index of 0.902.	batch-05
MED:40849663	MED	40849663	A novel MRI-based habitat analysis and deep learning for predicting perineural invasion in prostate cancer: a two-center study.	2025	BMC Cancer	10.1186/s12885-025-14759-9	Included		MRI habitat deep-learning radiomics predicted perineural invasion in prostate cancer, with external AUCs of 0.859–0.939.	batch-05
MED:40597030	MED	40597030	A predictive model for WHO/ISUP pathologic grading of renal clear cell carcinoma based on CT radiomics: a multicenter study.	2025	BMC Nephrol	10.1186/s12882-025-04268-z	Included		A CT radiomics model predicted WHO/ISUP grade in clear-cell renal cell carcinoma, with a training AUC of 0.895 for the combined model.	batch-05
MED:41233664	MED	41233664	A radiomics-driven machine learning model for predicting bladder cancer prognosis identifies genes associated with radiomic features.	2025	Clin Exp Metastasis	10.1007/s10585-025-10383-w	Included		A radiomics support-vector model predicted 5-year overall survival in muscle-invasive bladder cancer with an AUC of 0.861 and linked that risk score to associated genes.	batch-05
MED:40914722	MED	40914722	AI-driven and Traditional Radiomic Model for Predicting Muscle Invasion in Bladder Cancer via Multi-parametric Imaging: A Systematic Review and Meta-analysis.	2025	Acad Radiol	10.1016/j.acra.2025.08.035	Excluded	wrong publication type	This is a topical systematic review and meta-analysis of radiomics for muscle-invasive bladder cancer, kept for context and not as an included study.	batch-05
MED:41220353	MED	41220353	AI-driven radiogenomic analysis of clear cell renal cell carcinoma: perinephric adipose tissue stranding as a key feature of the NIPAL4-associated imaging pattern.	2025	Can J Urol	10.32604/cju.2025.068390	Excluded	wrong intervention	Full text: penalized logistic regression uses established semantic CT signs (perinephric stranding, margins) to predict NIPAL4. No new radiomic signature is derived.	maybe_ft_2026-09-23
MED:40527677	MED	40527677	Accuracy of CT-Based Radiomics Models for Preoperative Grading of Clear Cell Renal Cell Carcinoma: A Systematic Review and Meta-analysis.	2025	Acad Radiol	10.1016/j.acra.2025.05.049	Excluded	wrong publication type	This is a topical systematic review and meta-analysis of CT radiomics for grading clear-cell renal cell carcinoma, kept for context and not as an included study.	batch-05
MED:41158862	MED	41158862	Advances in imaging and artificial intelligence for precision diagnosis and biopsy guidance in prostate cancer.	2025	Front Oncol	10.3389/fonc.2025.1614891	Excluded	wrong publication type	This is a topical review of imaging and artificial intelligence for prostate cancer diagnosis and biopsy guidance, kept for context and not as an included study.	batch-05
MED:39753478	MED	39753478	An Automatic Deep-Radiomics Framework for Prostate Cancer Diagnosis and Stratification in Patients with Serum Prostate-Specific Antigen of 4.0-10.0 ng/mL: A Multicenter Retrospective Study.	2025	Acad Radiol	10.1016/j.acra.2024.12.012	Included		An automatic deep-radiomics model diagnosed and stratified prostate cancer in the PSA gray zone, with external AUCs of 0.79–0.82.	batch-05
MED:39931089	MED	39931089	An MRI radiomics model for predicting a prostate-specific antigen response following abiraterone treatment in patients with metastatic castration-resistant prostate cancer.	2025	Front Oncol	10.3389/fonc.2025.1491848	Included		A biparametric-MRI radiomics score predicted PSA response to abiraterone in metastatic castration-resistant prostate cancer, with a validation AUC of 0.875 and hazard ratio 2.21.	batch-05
MED:40741274	MED	40741274	An improved random forest algorithm for tracing the origin of metastatic renal cancer tissues.	2025	Arch Med Sci	10.5114/aoms/168973	Excluded	wrong population	The classifier traces tissue of origin across kidney, lung, liver, and pancreatic cancers rather than studying a genitourinary neoplasm biomarker.	batch-05
MED:40819151	MED	40819151	An interpretable CT-based deep learning model for predicting overall survival in patients with bladder cancer: a multicenter study.	2025	NPJ Precis Oncol	10.1038/s41698-025-01083-5	Included		A preoperative CT deep-learning score stratified overall survival in bladder cancer and identified high-risk patients who benefited from adjuvant therapy.	batch-05
MED:41174567	MED	41174567	An interpretable contrast-enhanced CT radiomics-based pipeline incorporating automatic segmentation for predicting ISUP grade group in ccRCC.	2025	BMC Med Imaging	10.1186/s12880-025-01984-8	Included		A contrast-enhanced CT radiomics pipeline predicted ISUP grade group in clear-cell renal cell carcinoma, with a combined-model AUC of 0.907.	batch-05
MED:41462442	MED	41462442	An interpretable machine learning model based on CT imaging for predicting lymphovascular invasion and survival in bladder urothelial carcinoma: a multicenter study.	2025	BMC Med Imaging	10.1186/s12880-025-02060-x	Included		A CT radiomics signature predicted lymphovascular invasion in bladder urothelial carcinoma, with a test AUC of 0.872, and was tied to survival.	batch-05
MED:40056148	MED	40056148	An overview of utilizing artificial intelligence in localized prostate cancer imaging.	2025	Expert Rev Med Devices	10.1080/17434440.2025.2477601	Excluded	wrong publication type	This is a topical review of artificial intelligence for localized prostate cancer imaging, kept for context and not as an included study.	batch-05
PPR:PPR970360	PPR	PPR970360	An unsupervised learning model that integrates clinical and MRI radiomics features outperforms existing models in predicting the 5-year progression-free survival of prostate cancer patients after prostatectomy: a multicenter study	2025		10.21203/rs.3.rs-5864691/v1	Included		Unsupervised clustering of MRI radiomic and clinical features defined prognostic subgroups after prostatectomy, with concordance indices of 0.78–0.82 for 5-year progression-free survival.	batch-05
MED:40620716	MED	40620716	Application of radiomics-based prediction model to predict preoperative lymph node metastasis in prostate cancer: a systematic review and meta-analysis.	2025	Front Oncol	10.3389/fonc.2025.1577794	Excluded	wrong publication type	This is a topical systematic review and meta-analysis of radiomics for prostate cancer lymph-node metastasis, kept for context and not as an included study.	batch-05
MED:40428881	MED	40428881	Artificial Intelligence and Novel Technologies for the Diagnosis of Upper Tract Urothelial Carcinoma.	2025	Medicina (Kaunas)	10.3390/medicina61050923	Excluded	wrong publication type	This is a topical review of artificial intelligence for diagnosing upper-tract urothelial carcinoma, kept for context and not as an included study.	batch-05
MED:41426936	MED	41426936	Artificial Intelligence in MRI for Urologic Oncology: A Systematic Review of Diagnostic Accuracy and Clinical Utility.	2025	Cureus	10.7759/cureus.97160	Excluded	wrong publication type	This is a topical systematic review of artificial intelligence on MRI in urologic oncology, kept for context and not as an included study.	batch-05
MED:41150011	MED	41150011	Artificial Intelligence in Prostate MRI: Current Evidence and Clinical Translation Challenges-A Narrative Review.	2025	J Imaging	10.3390/jimaging11100335	Excluded	wrong publication type	This is a topical narrative review of artificial intelligence in prostate MRI, kept for context and not as an included study.	batch-05
MED:40532127	MED	40532127	Artificial Intelligence-Based Digital Histologic Classifier for Prostate Cancer Risk Stratification: Independent Blinded Validation in Patients Treated With Radical Prostatectomy.	2025	JCO Clin Cancer Inform	10.1200/cci-24-00292	Included		The PATHOMIQ_PRAD histologic artificial-intelligence score independently predicted biochemical recurrence and distant metastasis after prostatectomy, with a metastasis hazard ratio of 10.10.	batch-05
MED:41364797	MED	41364797	Artificial Intelligence-Enabled Imaging for Predicting Preoperative Extraprostatic Extension in Prostate Cancer: Systematic Review and Meta-Analysis.	2025	J Med Internet Res	10.2196/80981	Excluded	wrong publication type	This is a topical systematic review and meta-analysis of imaging artificial intelligence for extraprostatic extension, kept for context and not as an included study.	batch-05
MED:40765429	MED	40765429	Artificial intelligence in muscle-invasive bladder cancer: opportunities, challenges, and clinical impact.	2025	Curr Opin Urol	10.1097/mou.0000000000001309	Excluded	wrong publication type	This is a topical review of artificial intelligence in muscle-invasive bladder cancer, kept for context and not as an included study.	batch-05
MED:40146270	MED	40146270	Artificial intelligence-based multimodal prediction for nuclear grading status and prognosis of clear cell renal cell carcinoma: a multicenter cohort study.	2025	Int J Surg	10.1097/js9.0000000000002368	Included		A multimodal imaging and pathology model predicted ISUP nuclear grade in clear-cell renal cell carcinoma with AUCs of 0.93–0.95 and was associated with overall survival.	batch-05
MED:41157181	MED	41157181	Beyond PSA: The Future of Prostate Cancer Diagnosis Using Artificial Intelligence, Novel Biomarkers, and Advanced Imagery.	2025	Life (Basel)	10.3390/life15101508	Excluded	wrong publication type	This is a topical review of artificial intelligence, biomarkers, and imaging beyond PSA for prostate cancer diagnosis, kept for context and not as an included study.	batch-05
MED:39967033	MED	39967033	Bi-parametric MRI radiomic model for prostate cancer diagnosis: value of intralesional and perilesional radiomics.	2025	Acta Radiol	10.1177/02841851251317646	Included		A biparametric-MRI radiomic model using intralesional and perilesional features diagnosed prostate cancer, with a test AUC of 0.905.	batch-05
MED:40095016	MED	40095016	Bi-parametric MRI-based quantification radiomics model for the noninvasive prediction of histopathology and biochemical recurrence after prostate cancer surgery: a multicenter study.	2025	Abdom Radiol (NY)	10.1007/s00261-025-04873-4	Included		Biparametric-MRI radiomics models predicted Gleason grade group, extracapsular extension, nodal metastasis, and biochemical recurrence after prostatectomy, with test AUCs of 0.698–0.896.	batch-05
MED:41155123	MED	41155123	Biological Interpretable Machine Learning Model for Predicting Pathological Grading in Clear Cell Renal Cell Carcinoma Based on CT Urography Peritumoral Radiomics Features.	2025	Bioengineering (Basel)	10.3390/bioengineering12101125	Included		Peritumoral CT-urography radiomics predicted ISUP grade in clear-cell renal cell carcinoma, with an external AUC of 0.92.	batch-05
MED:40188349	MED	40188349	Biparametric MRI-based radiomics for prediction of clinically significant prostate cancer of PI-RADS category 3 lesions.	2025	BMC Cancer	10.1186/s12885-025-14022-1	Included		A biparametric-MRI radiomics signature predicted clinically significant prostate cancer among PI-RADS 3 lesions, with a validation AUC of 0.810.	batch-05
MED:41081139	MED	41081139	Biparametric magnetic resonance imaging-based radiomics model can improve the detection of dense and sparse prostate cancers.	2025	Quant Imaging Med Surg	10.21037/qims-2024-2912	Included		Biparametric-MRI radiomics separated dense prostate cancer, sparse prostate cancer, and noncancerous tissue, with external AUCs of 0.88–0.98.	batch-05
MED:40410301	MED	40410301	Bladder lesion detection using EfficientNet and hybrid attention transformer through attention transformation.	2025	Sci Rep	10.1038/s41598-025-02767-5	Excluded	wrong outcome	The network detects bladder lesions on cystoscopic images and does not derive a biomarker.	batch-05
MED:39895776	MED	39895776	CT Urography-Based Radiomics to Predict ISUP Grading of Clear Cell Renal Cell Carcinoma.	2025	J Cancer	10.7150/jca.105173	Included		CT-urography radiomics predicted ISUP grade in clear-cell renal cell carcinoma, with a training AUC up to 0.96.	batch-05
MED:41209213	MED	41209213	CT radiomics for predicting postoperative disease specific survival in clear cell renal cell carcinoma: a multi-center study.	2025	Quant Imaging Med Surg	10.21037/qims-24-2284	Included		A multicenter CT radiomics signature predicted postoperative disease-specific survival in clear-cell renal cell carcinoma, with fusion-model C-indices of about 0.80 to 0.86.	batch-06
MED:40842580	MED	40842580	Clinical-radiomics hybrid modeling outperforms conventional models: machine learning enhances stratification of adverse prognostic features in prostate cancer.	2025	Front Oncol	10.3389/fonc.2025.1625158	Included		Biparametric MRI radiomics models predicted adverse pathologic features in prostate cancer, and the clinical-radiomics hybrid model reached a validation AUC of 0.909.	batch-06
MED:41054593	MED	41054593	Combination of prostate cancer antigen 3 (PCA3), sarcosine, glypican-1 (GPC1), urokinase plasminogen activator receptor (uPAR), and thymidine kinase 1 (TK1), and T2WI and DWI radiomics model for distinguishing benign prostatic hyperplasia, prostate cancer, and prostatitis.	2025	J Med Biochem	10.5937/jomb0-57639	Included		A T2-weighted and diffusion radiomics signature, combined with selected molecular markers, distinguished prostate cancer from benign prostatic hyperplasia and prostatitis better than PI-RADS.	batch-06
PPR:PPR1080941	PPR	PPR1080941	Combined radiomics and liquid biopsy reflect tumor biology towards multimodal non-invasive prostate cancer risk stratification	2025		10.1101/2025.09.06.25335220	Excluded	wrong intervention	The pilot correlates routine ADC and lesion volume with cell-free DNA by Spearman analysis and does not use machine learning to derive a biomarker signature.	batch-06
MED:41096834	MED	41096834	Comparative Analysis of CT and MRI Combined with RNA Sequencing for Radiogenomic Staging of Bladder Cancer.	2025	Int J Mol Sci	10.3390/ijms26199570	Included		CT and MRI radiogenomic signatures were derived to stage bladder cancer, and MRI radiomic features stratified advanced T stage in a small prospective cohort.	batch-06
MED:41595557	MED	41595557	Comparison of Artificial Intelligence and Radiologists in MRI-Based Prostate Cancer Diagnosis: A Meta-Analysis of Accuracy and Effectiveness.	2025	Biomedicines	10.3390/biomedicines14010020	Excluded	wrong publication type	This is a topical meta-analysis comparing artificial intelligence with radiologists for MRI detection of prostate cancer, kept for context rather than as a primary study.	batch-06
MED:39232875	MED	39232875	Comparison of Pathologist and Artificial Intelligence-based Grading for Prediction of Metastatic Outcomes After Radical Prostatectomy.	2025	Eur Urol Oncol	10.1016/j.euo.2024.08.004	Excluded	wrong intervention	The deep-learning system assigns Gleason grade, an established predictor, and compares that grade with metastasis rather than discovering a new biomarker.	batch-06
MED:40976756	MED	40976756	Comparison of Prostate-Specific Membrane Antigen Positron Emission Tomography and Conventional Imaging Modalities in the Detection of Biochemical Recurrence of Prostate Cancer and Assessment of the Role of Artificial Intelligence: A Systematic Review and Meta-analysis.	2025	Acad Radiol	10.1016/j.acra.2025.09.004	Excluded	wrong publication type	This is a topical systematic review and meta-analysis of PSMA PET, conventional imaging, and artificial intelligence in biochemical recurrence, kept for context.	batch-06
MED:40542213	MED	40542213	Comprehensive multi-omics analysis of nucleotide metabolism: elucidating the role and prognostic significance of UCK2 in bladder cancer.	2025	Funct Integr Genomics	10.1007/s10142-025-01642-w	Excluded	wrong intervention	UCK2 is associated with bladder-cancer prognosis in public multi-omics data, but the abstract does not use artificial intelligence or machine learning to discover it.	batch-06
MED:40506937	MED	40506937	Computed Tomography-Based Radiomics Diagnostic Model for Fat-Poor Small Renal Tumor Subtypes.	2025	Diagnostics (Basel)	10.3390/diagnostics15111365	Included		CT radiomics classifiers separated fat-poor renal tumor subtypes, including clear-cell, papillary, and chromophobe renal cell carcinoma, with an angiomyolipoma AUROC of 0.824.	batch-06
MED:41635296	MED	41635296	Computed Tomography-Based Radiomics Prediction of Biochemical Failure and Distant Metastasis in Patients With High- and Very High-Risk Localized Prostate Cancer.	2025	Adv Radiat Oncol	10.1016/j.adro.2025.101916	Included		Planning-CT radiomics features predicted biochemical failure in high-risk prostate cancer, and the hybrid model reached a test C-index of 0.687.	batch-06
MED:40024922	MED	40024922	Computed tomography-based delta-radiomics analysis for preoperative prediction of ISUP pathological nuclear grading in clear cell renal cell carcinoma.	2025	Abdom Radiol (NY)	10.1007/s00261-025-04857-4	Included		CT delta-radiomics models predicted ISUP nuclear grade in clear-cell renal cell carcinoma, with a delta model AUC of 0.911 in training and 0.771 on external verification.	batch-06
MED:40596969	MED	40596969	Computed tomography-based radiomics predicts prognostic and treatment-related levels of immune infiltration in the immune microenvironment of clear cell renal cell carcinoma.	2025	BMC Med Imaging	10.1186/s12880-025-01749-3	Included		CT radiomics machine-learning models predicted immune-infiltration levels in clear-cell renal cell carcinoma that differed in survival and anti-PD-1 response.	batch-06
MED:40939431	MED	40939431	Construction and multi-omics analysis of ccRCC mitochondrial related gene machine learning model and validate of key gene FKBP10.	2025	Int Immunopharmacol	10.1016/j.intimp.2025.115527	Included		An ensemble machine-learning model prioritized a seven-gene mitochondrial signature that separated high- and low-risk prognostic groups in clear-cell renal cell carcinoma.	batch-06
MED:40908816	MED	40908816	Construction of a gene-metabolite-microbiome regulatory network reveals novel therapeutic targets in bladder cancer through multi-omics analysis.	2025	Ann Med	10.1080/07853890.2025.2553220	Excluded	wrong intervention	Bladder-cancer genes, metabolites, and microbes were prioritized by multi-omics integration without a stated artificial-intelligence or machine-learning method.	batch-06
