record_id,study_label,title,year,journal,doi,tumor_site,tumor_site_detail,study_design,data_source,data_source_detail,n_analytic,n_unit,data_modality,data_modality_detail,ai_task,algorithm,input_features,biomarker_result,clinical_purpose,performance_metric,performance_value,validation_level,validation_detail,code_availability,data_availability,reporting_guideline,funding,conflicts_of_interest,key_finding,limitations_as_stated,other_key_outcomes,extractor_id,extracted_at,extraction_status,extraction_note,needs_review,pilot_batch
REC-AIBIOGU-000811,Li2023,The value of a dual-energy CT Iodine map radiomics model for the prediction of collagen fiber content in the ccRCC tumor microenvironment.,2023,BMC Med Imaging,10.1186/s12880-023-01127-x,kidney_renal,,Retrospective single-center dual-energy CT cohort.,own_cohort,"87 patients with ccRCC at Shandong Qilu Hospital (59 with abundant collagen fibers, 28 with few); random split of 60 training and 27 validation cases.",27,patients,radiology_imaging,"Dual-energy CT iodine-map radiomics, with arterial- and venous-phase models as comparators.",classification_subtyping,"SVM, compared with k-nearest neighbors, logistic regression, random forest, decision tree, and XGBoost; LASSO selected features.",Seven LASSO-selected iodine-map radiomic features.,Iodine-map radiomics classifier of high versus low collagen-fiber content in ccRCC.,other,AUC,Validation AUC 0.722 for SVM; training AUCs 0.997 for random forest and 1.0 for decision tree and XGBoost.,internal_cv,Performance was evaluated with quintuple cross-validation and a random 60/27 split at one center. There is no external cohort.,NR,NR,none_stated,NR,NR,"An iodine-map SVM separated high from low collagen content in ccRCC with validation AUC 0.722, while decision-tree and XGBoost training AUCs reached 1.0.","Single-center study with a small sample, so the model needs assessment in a larger dataset.",Arterial- and venous-phase SVM validation AUCs were 0.698 and 0.741. A separate clinical model of collagen content was also built.,REV-ALCIDES-AI,2026-09-23,complete,,no,canal-c-02
REC-AIBIOGU-000813,Rodrigues2023,Value of handcrafted and deep radiomic features towards training robust machine learning classifiers for prediction of prostate cancer disease aggressiveness.,2023,Sci Rep,10.1038/s41598-023-33339-0,prostate,,Retrospective analysis of a public prostate MRI challenge cohort.,other_public,SPIE-AAPM-NCI PROSTATEx examinations from Radboud University Medical Centre; 181 patients remained after segmentation exclusions (122 clinically insignificant and 59 clinically significant glands).,181,patients,radiology_imaging,"Whole-gland handcrafted radiomics from T2-weighted, high-b DWI, and ADC images, plus deep features from U-Net segmentation models.",diagnostic_prediction,"Random forest or logistic regression, depending on the segmentation strategy, with deep features from U-Net variants.",3111 radiomic features (1037 per sequence) and deep features from whole-gland segmentation networks.,Hybrid radiomic and deep-feature classifier of clinically significant prostate cancer trained to tolerate segmentation differences.,diagnostic,NR,NR,internal_holdout,Hold-out test sets compared seven training strategies on PROSTATEx. Training on randomly resampled radiologist masks had the lowest generalization error.,NR,yes,none_stated,NR,NR,"Training on randomly resampled radiologist masks gave the most robust classifier of clinically significant prostate cancer, whereas removing low-ICC features gave the highest generalization error.",The study is retrospective; the authors recommend a multicenter prospective evaluation of clinical impact.,"A decision threshold of 0.32 was set to keep training sensitivity at least 0.9, and the authors report that the test sets required a lower threshold.",REV-ALCIDES-AI,2026-09-23,needs_review,"Hold-out strategies are compared qualitatively, but no AUC, accuracy, or achieved sensitivity is stated for the selected classifier.",yes,canal-c-02
REC-AIBIOGU-000819,Chen2024,A nomogram based on peripheral lymphocyte for predicting 8-year survival in patients with prostate cancer: a single-center study using LASSO-cox regression.,2024,BMC Cancer,10.1186/s12885-024-11929-z,prostate,,Retrospective single-institution registry cohort.,own_cohort,94 patients with prostate cancer in one Chinese institutional registry.,94,patients,other,Peripheral lymphocyte subset counts plus age and T stage.,prognostic_prediction,LASSO-Cox regression.,"Age, T stage, absolute CD3+CD4+ T-cell count, CD3-CD16+CD56+ NK-cell count, and the CD4/CD8 ratio.",Peripheral-lymphocyte LASSO-Cox nomogram for overall survival.,prognostic,AUC,8-year OS AUC 0.76; 5-year AUC 0.81; 10-year AUC 0.73.,internal_split_only,"The AUCs are reported for the same 94-patient cohort used to fit the nomogram. No hold-out, cross-validation, bootstrap, or external cohort is described.",NR,NR,none_stated,NR,NR,"A five-factor lymphocyte nomogram gave AUCs of 0.81, 0.76, and 0.73 for 5-, 8-, and 10-year overall survival in 94 men with prostate cancer.","Retrospective registry with missing pathology and non-surgical treatment data, no repeated lymphocyte measurements, and a small sample.","Calibration was described as agreeing with observed survival, and decision-curve analysis was presented as clinically useful. A C-index was named as a discrimination measure, but no C-index value is given.",REV-ALCIDES-AI,2026-09-23,needs_review,"The survival AUCs come from the development cohort without a described partition, so optimism is unquantified.",yes,canal-c-02
REC-AIBIOGU-000820,Wei2024,A radiomics-based interpretable machine learning model to predict the HER2 status in bladder cancer: a multicenter study.,2024,Insights Imaging,10.1186/s13244-024-01840-3,bladder_urothelial,,Retrospective four-hospital CT cohort.,own_cohort,"207 urothelial bladder cancers from four hospitals: 154 training patients from the primary center (June 2015-June 2023) and 53 test patients from the other three centers (June 2019-December 2023). HER2-positive 109, HER2-negative 98.",53,patients,radiology_imaging,Nephrographic-phase CT radiomics.,diagnostic_prediction,"Random forest, compared with logistic regression, SVM, k-nearest neighbors, and XGBoost; LASSO for feature selection; SHAP for interpretation.",11 LASSO-selected features from 1218 nephrographic CT radiomic features.,CT radiomics random-forest model of HER2 status in bladder cancer.,diagnostic,AUC,"Test AUC 0.815 for random forest (accuracy 75.5%); other test AUCs were 0.803 (logistic regression), 0.794 (XGBoost), 0.709 (SVM), and 0.679 (k-nearest neighbors).",external_multicenter,The 53-patient test set was enrolled from three centers other than the training hospital.,NR,NR,TRIPOD,NR,NR,A random-forest CT radiomics model predicted bladder-cancer HER2 status with a three-center test AUC of 0.815.,The study is retrospective and the sample is limited.,SHAP attributed predictions mainly to gray-level size-zone and co-occurrence texture features. The endpoint is HER2 status rather than treatment response.,REV-ALCIDES-AI,2026-09-23,complete,,no,canal-c-02
REC-AIBIOGU-000822,Chen2024,An Integrated Machine Learning Framework Identifies Prognostic Gene Pair Biomarkers Associated with Programmed Cell Death Modalities in Clear Cell Renal Cell Carcinoma.,2024,Front Biosci (Landmark Ed),10.31083/j.fbl2903121,kidney_renal,,Retrospective public transcriptomic study with an external microarray cohort.,multiple_public,"TCGA-KIRC training set of 518 patients after clinicopathologic filters, and external E-MTAB-1980 (ArrayExpress) with 101 patients. A separate TCIA CT radiomic score was used to classify CDRGPS status.",101,patients,transcriptomics,Bulk expression gene pairs related to programmed cell death; CT radiomics on TCIA is a secondary classifier of the score.,prognostic_prediction,"Lasso plus random forest, selected from 12 algorithms and 113 combinations by mean C-index.",Programmed cell death-related gene pairs.,CDRGPS (cell death-related gene pair score).,prognostic,C-index,C-index > 0.75 on TCGA-KIRC (n=518) and external E-MTAB-1980 (n=101); combinations were ranked by mean C-index.,external_cohort,E-MTAB-1980 is an independent external microarray cohort. The TCIA radiomic score (AUC 0.813) classifies high versus low CDRGPS and is not the survival validation. In vitro PRSS23 experiments are orthogonal.,upon_request,yes,none_stated,This research received no external funding.,none_declared,"A Lasso-random forest gene-pair score, chosen by mean C-index among 113 combinations, exceeded a C-index of 0.75 for overall survival in TCGA-KIRC and E-MTAB-1980.",,"CDRGPS was reported as more prognostic than seven published cell-death signatures. High-risk patients were described as more responsive to TKIs, mTOR inhibitors, and immunotherapy. The TCIA Rad_Score AUC was 0.813 for high versus low CDRGPS.",REV-ALCIDES-AI,2026-09-23,needs_review,"Survival performance is reported only as a C-index above 0.75, without a point estimate.",yes,canal-c-02
REC-AIBIOGU-000823,Hu2024,Assessing muscle invasion in bladder cancer via virtual biopsy: a study on quantitative parameters and classical radiomics features from dual-energy CT imaging.,2024,BMC Med Imaging,10.1186/s12880-024-01427-w,bladder_urothelial,,Retrospective single-hospital dual-energy CT cohort.,own_cohort,"126 patients with bladder cancer who underwent dual-energy CT urography at one hospital, randomly split 7:3 into 88 training and 38 test patients.",38,patients,radiology_imaging,"Venous-phase dual-energy CT iodine parameters and radiomics from 40, 70, and 100 keV images plus iodine material-decomposition images.",diagnostic_prediction,"Support vector machine for radiomics and logistic regression for normalized iodine concentration, combined in a fusion model.",Normalized iodine concentration and radiomic features from virtual monoenergetic and iodine images.,Fusion of dual-energy CT iodine concentration and multi-image radiomics for muscle-invasive bladder cancer.,diagnostic,AUC,Multi-image radiomics test AUC 0.867; fusion model AUC 0.893; normalized iodine concentration AUC 0.704.,internal_holdout,One random 7:3 split at a single hospital. No cross-validation or external cohort is described.,NR,NR,none_stated,NR,NR,"Multi-image dual-energy CT radiomics predicted muscle invasion with test AUC 0.867, above normalized iodine concentration (AUC 0.704), and a fusion model was reported at AUC 0.893.","Segmentation was manual, dual-energy CT was less available than conventional CT, and imaging was limited to a single mode.",For lesions smaller than 3 cm the fusion model AUC was 0.911. The multi-image model training AUC was 0.943.,REV-ALCIDES-AI,2026-09-23,needs_review,"The abstract places 0.893 next to the phrase difference in AUC, so it is unclear whether 0.893 is the fusion model's test estimate.",yes,canal-c-02
REC-AIBIOGU-000825,Guerra2024,Clinical application of machine learning models in patients with prostate cancer before prostatectomy.,2024,Cancer Imaging,10.1186/s40644-024-00666-y,prostate,,Retrospective surgical cohort with multicenter external validation.,own_cohort,"139 men from Hospital da Luz for training and 55 men from 15 other institutions for external testing, all treated with robotic-assisted radical prostatectomy.",55,patients,radiology_imaging,T2-weighted MRI radiomics plus clinical variables and radiologist semantic features.,diagnostic_prediction,"Machine learning models on clinical, clinical-semantic, clinical-radiomic, and clinical-semantic-radiomic feature sets.","Clinical variables, semantic MRI features, and T2-weighted radiomic features.",Clinical-semantic-radiomic model of pathologic extracapsular extension.,diagnostic,AUC,External clinical-semantic-radiomic AUC 0.928 (n=55); discovery mean AUC 0.880 across 1000 cross-validation splits (n=139).,external_multicenter,"The external test set came from 15 institutions. Discovery AUC was the mean of 1000 cross-validation splits. External scans were still read by the same radiologist, and surgery was by the same surgeon.",NR,upon_request,none_stated,NR,NR,"The model using clinical, semantic, and radiomic features had the highest decision-curve net benefit for extracapsular extension and an external AUC of 0.928.","The sample is small, and external examinations were interpreted by the same radiologist and operated by the same surgeon.","Ranking by AUC favored clinical plus semantic features, whereas ranking by decision curve favored the full three-feature model. The decision supports nerve-sparing versus non-nerve-sparing prostatectomy.",REV-ALCIDES-AI,2026-09-23,complete,,no,canal-c-02
REC-AIBIOGU-000826,Li2024,Comparison in prostate cancer diagnosis with PSA 4-10 ng/mL: radiomics-based model VS. PI-RADS v2.1.,2024,BMC Urol,10.1186/s12894-024-01625-2,prostate,,Retrospective single-center MRI cohort.,own_cohort,"221 men with PSA 4-10 ng/mL at one center (60 with prostate cancer, 161 without); 154 training and 67 validation.",67,patients,radiology_imaging,"ADC and T2-weighted radiomics, compared with PI-RADS v2.1.",diagnostic_prediction,LASSO regression followed by logistic regression.,"10 ADC features, 13 T2WI features, and 7 features in the combined model, drawn from 851 extracted features.",Combined ADC and T2WI radiomics model for PSA 4-10 ng/mL.,diagnostic,AUC,"Validation AUC 0.959 (combined), 0.942 (ADC), and 0.943 (T2WI), versus PI-RADS v2.1 validation AUC 0.853.",internal_holdout,Single-center split into 154 training and 67 validation patients. No external cohort is described.,NR,NR,none_stated,NR,NR,"The combined ADC and T2WI radiomics model reached a validation AUC of 0.959 for prostate cancer at PSA 4-10 ng/mL, above PI-RADS v2.1 (AUC 0.853).",Retrospective single-center study with a relatively small population.,"Training AUCs were 0.979 (combined), 0.945 (ADC), and 0.939 (T2WI); the PI-RADS training AUC was 0.825. Reference pathology was MRI-TRUS fusion targeted biopsy or systematic TRUS biopsy.",REV-ALCIDES-AI,2026-09-23,complete,,no,canal-c-02
REC-AIBIOGU-000827,Peng2024,Contrast-enhanced computed tomography-based radiomics nomogram for predicting HER2 status in urothelial bladder carcinoma.,2024,Front Oncol,10.3389/fonc.2024.1427122,bladder_urothelial,,Retrospective single-institution contrast-enhanced CT cohort.,own_cohort,"124 patients with urothelial bladder carcinoma at one institution (January 2022 to December 2023), split into 100 training and 24 test patients.",24,patients,radiology_imaging,Contrast-enhanced CT radiomics plus clinical predictors of HER2 status.,diagnostic_prediction,"Random forest radiomics model integrated with clinical features; eight classifiers were compared, including SVM, logistic regression, MLP, ExtraTrees, LightGBM, XGBoost, and k-nearest neighbors.",Contrast-enhanced CT radiomic signature and independent clinical predictors.,Clinical-radiomics model of HER2 status in urothelial bladder carcinoma.,diagnostic,AUC,"Clinical-radiomics test AUC 0.857 (accuracy 0.760, sensitivity 0.643, specificity 0.900); random-forest radiomics test AUC 0.814.",internal_holdout,One 100/24 split at a single institution. The radiomics classifier was selected by test-set AUC.,NR,upon_request,none_stated,Guangxi Zhuang Autonomous Region Health and Family Planning Commission (Z20210478 and Z20190813).,NR,A clinical-radiomics model predicted HER2 status in urothelial bladder carcinoma with a test AUC of 0.857.,,"Training clinical-radiomics performance was AUC 0.935, accuracy 0.870, sensitivity 0.881, and specificity 0.854. Random-forest radiomics training AUC was 0.880.",REV-ALCIDES-AI,2026-09-23,complete,,no,canal-c-02
REC-AIBIOGU-000840,Zhao2024,Interpretable machine learning model for predicting clinically significant prostate cancer: integrating intratumoral and peritumoral radiomics with clinical and metabolic features.,2024,BMC Med Imaging,10.1186/s12880-024-01548-2,prostate,,Retrospective single-institution mpMRI cohort with a later temporal validation set.,own_cohort,"350 men with suspicious lesions at one institution (173 csPCa, 177 non-csPCa): training 191, testing 83, and temporal validation 76.",76,patients,radiology_imaging,"Intratumoral and peritumoral T2-weighted and ADC radiomics, clinicoradiologic features, and MR spectroscopy.",diagnostic_prediction,"XGBoost, with recursive feature elimination for the radiomic scores and SHAP interpretation.","An intratumoral radiomic score from 10 features, a peritumoral score from 16 features, clinicoradiologic variables, and MRS metabolites.","Combined intratumoral, peritumoral, clinical, and spectroscopic model for clinically significant prostate cancer.",diagnostic,AUC,"Temporal-validation AUC 0.940 (accuracy 0.895); testing-set AUC 0.968 (accuracy 0.928, sensitivity 0.932, specificity 0.923).",internal_holdout,A random testing set (n=83) and a later temporal validation set (n=76) came from the same institution. There is no external site.,NR,NR,none_stated,NR,NR,"The combined radiomic, clinical, and spectroscopic XGBoost model detected csPCa with temporal-validation AUC 0.940 and testing AUC 0.968.",The study is single-center and retrospective.,The stated clinical aim is to avoid unnecessary biopsies. Testing-set F1 was 0.927.,REV-ALCIDES-AI,2026-09-23,complete,,no,canal-c-02
REC-AIBIOGU-000847,Sun2024,Machine learning based on radiomics features combing B-mode transrectal ultrasound and contrast-enhanced ultrasound to improve peripheral zone prostate cancer detection.,2024,Abdom Radiol (NY),10.1007/s00261-023-04050-5,prostate,,Prospective single-center transrectal ultrasound cohort.,own_cohort,"166 peripheral-zone lesions (72 benign, 94 malignant) in men prospectively enrolled at Aerospace Central Hospital from January 2021 to August 2022; 176 inpatients were screened.",NR,samples,radiology_imaging,"B-mode transrectal ultrasound and contrast-enhanced ultrasound radiomics, plus clinical and time-intensity-curve features.",diagnostic_prediction,Multivariable logistic regression.,"32 radiomic features from B-mode and contrast-enhanced ultrasound, plus age, PSAD, total PSA, and rise time.","Combined B-mode, contrast-enhanced ultrasound radiomics, and risk-factor model for peripheral-zone prostate cancer.",diagnostic,AUC,Validation combined-model AUC 0.89; risk-factor model AUC 0.84; B-mode plus CEUS AUC 0.83; B-mode AUC 0.79; CEUS AUC 0.78.,internal_holdout,"A validation cohort is reported separately from a training cohort at the same hospital, but the validation headcount is not stated.",NR,NR,none_stated,NR,NR,"Adding B-mode and contrast-enhanced ultrasound radiomics to age, PSAD, total PSA, and rise time gave a validation AUC of 0.89 for peripheral-zone prostate cancer.",,"Age, PSAD, total PSA, and rise time were independent predictors. Targeted biopsy was the reference. The full series contains 166 lesions.",REV-ALCIDES-AI,2026-09-23,needs_review,The validation AUC of 0.89 is not tied to a printed validation-cohort size; 166 is the total lesion count.,yes,canal-c-02
REC-AIBIOGU-000849,Vizza2024,Machine learning pipeline to analyze clinical and proteomics data: experiences on a prostate cancer case.,2024,BMC Med Inform Decis Mak,10.1186/s12911-024-02491-6,prostate,,Retrospective clinical-proteomic pipeline applied to two prostate datasets.,own_cohort,"A two-year project produced a serum dataset, stated as 143 samples (79 prostate cancer and 84 benign prostatic hyperplasia), and a urine dataset of 121 samples (67 prostate cancer and 54 benign prostatic hyperplasia).",143,samples,proteomics,Mass-spectrometry proteomics integrated with serum or urine clinical biomarkers.,diagnostic_prediction,"Feature selection, multiple classifiers, and a voting ensemble, evaluated with 10-fold cross-validation.","Blood analytes, mass-spectrometry peptides, and urine biomarkers.",Ensemble proteomic-clinical classifier of prostate cancer versus benign prostatic hyperplasia.,diagnostic,AUC,"Serum 10-fold CV AUC 0.87 (accuracy 0.83, sensitivity 0.84, specificity 0.81); urine 10-fold CV AUC 0.88 (accuracy 0.83, sensitivity 0.85, specificity 0.80).",internal_cv,Ten-fold cross-validation was run inside each dataset. No external cohort is described.,yes,NR,none_stated,NR,NR,"The same selection, training, and voting pipeline separated prostate cancer from benign hyperplasia with 10-fold AUCs of 0.87 in serum and 0.88 in urine.",,"Six serum peptides and two urine peptides were highlighted. The pipeline code was released on GitHub. The stated serum subgroup counts, 79 and 84, sum to 163 rather than 143.",REV-ALCIDES-AI,2026-09-23,needs_review,"The serum analytic size is internally inconsistent: 143 samples are stated, while 79 prostate cancer and 84 benign cases sum to 163.",yes,canal-c-02
REC-AIBIOGU-000853,Chen2024,Multi-sequence MRI-based radiomics model to preoperatively predict the WHO/ISUP grade of clear Cell Renal Cell Carcinoma: a two-center study.,2024,BMC Cancer,10.1186/s12885-024-12930-2,kidney_renal,,Retrospective two-center MRI cohort.,own_cohort,334 patients with ccRCC from two centers. Center 2 supplied the external validation set (n=131); Center 1 was split 7:3 for development.,131,patients,radiology_imaging,"Dynamic contrast-enhanced MRI, axial fat-suppressed T2-weighted imaging, diffusion-weighted imaging, and in-phase/out-of-phase images.",diagnostic_prediction,"Logistic regression for the radiomics and combined models, with seven other classifiers compared and 10-fold cross-validation of the combined logistic model.",A multi-sequence MRI radiomic score plus intra-tumoral vessels.,Combined clinical-radiomics model of high versus low WHO/ISUP grade in ccRCC.,diagnostic,AUC,External combined-model AUC 0.855; external radiomics AUC 0.834; external clinical AUC 0.762.,external_cohort,"External validation is a second center (n=131). Ten-fold cross-validation of the combined logistic model produced AUCs of 0.849-0.856. The external cohort is ccRCC, so the level is not downgraded.",NR,NR,none_stated,NR,NR,"A multi-sequence MRI radiomics model plus intra-tumoral vessels predicted high-grade ccRCC with external AUC 0.855, above the clinical model (AUC 0.762).","Even with two centers, the sample is small and imbalanced between high and low grade, and the design is retrospective.",Intra-tumoral vessels were the independent clinical predictor. Decision-curve net benefit favored the combined model between risk thresholds 0.04 and 0.54. The Delong p-value versus the clinical model was 0.003.,REV-ALCIDES-AI,2026-09-23,complete,,no,canal-c-02
REC-AIBIOGU-000856,Mylona2024,"Optimizing radiomics for prostate cancer diagnosis: feature selection strategies, machine learning classifiers, and MRI sequences.",2024,Insights Imaging,10.1186/s13244-024-01783-9,prostate,,Retrospective multicenter MRI benchmark with a public external dataset.,multiple_public,"ProstateNET, 465 patients from 12 centers and multiple vendors, for development; ProstateX2, 204 patients, for external validation. ProstateX2 lesion masks are public.",204,patients,radiology_imaging,"Biparametric MRI radiomics from T2-weighted images, ADC maps, or both (1246 features per sequence).",diagnostic_prediction,"Boosted generalized linear model with Boruta in nested cross-validation and with L1-lasso on external testing; SVM, random forest, and LASSO were also compared across 10 feature-selection methods.","Radiomic features from T2-weighted images, ADC maps, or their combination.",Biparametric MRI radiomics classifier of clinically significant prostate cancer.,diagnostic,AUC,"External AUC 0.71 (L1-lasso plus boosted GLM, F1 0.47); nested cross-validation AUC 0.71 (Boruta plus boosted GLM, F1 0.76).",external_cohort,"Nested cross-validation was performed on ProstateNET (n=465), and external testing used ProstateX2 (n=204). The best external pipeline was not the best nested-CV pipeline. In total, 480 models were compared.",NR,yes,none_stated,NR,NR,"Across 480 biparametric MRI radiomics pipelines, the best external model reached AUC 0.71 on ProstateX2, the same AUC as the best nested cross-validation model on ProstateNET.",,"ADC-derived features discriminated better than T2-weighted features, and the feature-selection method mattered more than the classifier. Public ProstateX2 masks are at github.com/rcuocolo/PROSTATEx_masks; that repository holds masks rather than the analysis code.",REV-ALCIDES-AI,2026-09-23,complete,,no,canal-c-02
REC-AIBIOGU-000858,Wang2024,Predicting first-line VEGFR-TKI resistance and survival in metastatic clear cell renal cell carcinoma using a clinical-radiomic nomogram.,2024,Cancer Imaging,10.1186/s40644-024-00792-7,kidney_renal,,Retrospective single-center CT cohort of metastatic ccRCC.,own_cohort,110 patients with metastatic ccRCC treated with first-line VEGFR-TKI from 2009 to 2019 at one center; 77 training and 33 test patients.,33,patients,radiology_imaging,Baseline contrast-enhanced CT radiomics (1316 features) plus clinical factors.,treatment_response_prediction,LASSO radiomic score combined with clinical factors in a nomogram.,"LASSO radiomic score plus T stage, N stage, and IMDC score.",Clinical-radiomic nomogram for early VEGFR-TKI resistance.,predictive_response,AUC,Test combined-nomogram AUC 0.88 (accuracy 0.818); test radiomic AUC 0.79; test clinical AUC 0.77.,internal_holdout,"Single-center assignment to 77 training and 33 test patients. No cross-validation is described, and the authors state that an external cohort is still needed.",NR,upon_request,none_stated,NR,NR,A clinical-radiomic nomogram predicted early VEGFR-TKI resistance in metastatic ccRCC with a test AUC of 0.88.,"Single-center retrospective series, very few IMDC favorable-risk patients in the split, and overall survival influenced by later treatment.","Training AUCs were 0.83 for the combined nomogram, 0.81 for radiomics, and 0.75 for the clinical model. A nomogram score of at least 1.18 had training hazard ratios of 0.22 for progression-free survival and 0.38 for overall survival.",REV-ALCIDES-AI,2026-09-23,complete,,no,canal-c-02
REC-AIBIOGU-000859,Yang2024,Prediction of clear cell renal cell carcinoma ≤ 4cm: visual assessment of ultrasound characteristics versus ultrasonographic radiomics analysis.,2024,Front Oncol,10.3389/fonc.2024.1298710,kidney_renal,,Retrospective ultrasound cohort with external validation at two hospitals.,own_cohort,"302 small renal tumors (maximum diameter at most 4 cm; 182 ccRCC and 120 angiomyolipomas) at Tianjin Medical University Cancer Institute and Hospital, split 7:3 for training and internal validation. The external set comprised 69 patients from 230 tumors at Tianjin First Central Hospital and Tianjin Occupational Disease Hospital.",69,patients,radiology_imaging,"Ultrasound radiomics extracted with PyRadiomics, plus clinical ultrasound features; contrast-enhanced CT was the comparator.",diagnostic_prediction,Random forest.,Nine ultrasound radiomic features and clinical ultrasound characteristics.,Comprehensive ultrasound clinical-radiomics model separating small ccRCC from angiomyolipoma.,diagnostic,AUC,"External comprehensive-model AUC 0.90 (sensitivity 85.0%, specificity 85.5%); external radiomics AUC 0.89; external clinical ultrasound AUC 0.73; external contrast-enhanced CT AUC 0.91.",external_multicenter,"External patients came from two hospitals that were not used for training. Internal validation was a 7:3 random split of the index center, where the comprehensive-model AUC was 0.88.",NR,NR,none_stated,NR,NR,"A random-forest ultrasound radiomics model separated small ccRCC from angiomyolipoma with external AUC 0.90, close to contrast-enhanced CT (AUC 0.91).",The cases were collected retrospectively.,"Internal contrast-enhanced CT AUC was 0.90. The external DeLong comparison of the comprehensive model with contrast-enhanced CT was Z=-0.252, P=0.801.",REV-ALCIDES-AI,2026-09-23,complete,,no,canal-c-02
REC-AIBIOGU-000860,Pan2024,Prediction of prostate cancer aggressiveness using magnetic resonance imaging radiomics: a dual-center study.,2024,Discov Oncol,10.1007/s12672-024-00980-8,prostate,,Retrospective dual-center MRI cohort.,own_cohort,"218 men with biopsy-proven prostate cancer from Gansu Provincial Hospital (training n=117, internal validation n=50) and Zhangye People's Hospital (external n=51).",51,patients,radiology_imaging,Small-field-of-view high-resolution T2-weighted imaging and delayed post-contrast MRI radiomics.,diagnostic_prediction,"Logistic regression, chosen among support vector machine, linear discriminant analysis, logistic regression, and LASSO logistic regression.",11 radiomic features for Gleason score and 5 features for positive systematic-biopsy cores.,MRI radiomics model of Gleason score greater than 7 versus 7 or lower.,diagnostic,AUC,"Gleason-score external AUC 0.717 (training 0.811, internal validation 0.814); positive-needle external AUC 0.791 (training 0.806, internal validation 0.811).",external_cohort,Center B (n=51) is one external hospital. Center A was randomly split 7:3 into training (n=117) and internal validation (n=50).,NR,NR,none_stated,NR,NR,T2-weighted and delayed-contrast radiomics predicted Gleason score above 7 with external AUC 0.717 and a high positive-core burden with external AUC 0.791.,"The study is retrospective, the sample remains small despite an external set, and DWI, ADC, and lesion-based segmentation were not used.",Positive-needle count is a second endpoint built with the same imaging pipeline. Gleason score above 7 accounted for 152 of 218 patients.,REV-ALCIDES-AI,2026-09-23,complete,,no,canal-c-02
REC-AIBIOGU-000868,Wu2024,Radiomics predicts the prognosis of patients with clear cell renal cell carcinoma by reflecting the tumor heterogeneity and microenvironment.,2024,Cancer Imaging,10.1186/s40644-024-00768-7,kidney_renal,,Retrospective three-hospital CT cohort with a TCGA imaging validation set.,public_plus_own,512 patients with ccRCC from three hospitals (358 derivation and 154 held-out test cases) plus 96 TCGA-KIRC/TCIA cases used to validate the deep-learning radiomics score. Matching TCGA sequencing compared tumor heterogeneity and the microenvironment.,154,patients,radiology_imaging,Contrast-enhanced CT deep-learning radiomics (3566 features from 3D regions of interest) plus clinicopathology.,prognostic_prediction,"Deep-learning radiomics score combined with clinicopathologic variables in a Cox model, interpreted with SHAP.",Deep-learning radiomics features and postoperative clinicopathologic factors.,Combined deep-learning radiomics and clinicopathologic model for overall survival after surgery.,prognostic,AUC,"Internal test combined-model AUC 0.879, 0.854, and 0.831 for 1-, 3-, and 5-year overall survival.",external_cohort,"Inside the three-hospital cohort, 358 patients were used for derivation and 154 were held out as the test cohort that carries the quoted AUCs. The score was also applied to TCGA-KIRC/TCIA (n=96), which covers ccRCC.",NR,no,none_stated,NR,NR,"A CT deep-learning radiomics score independently predicted overall survival, and the combined model had internal-test AUCs of 0.879, 0.854, and 0.831 at 1, 3, and 5 years.","The sample was limited, the link between radiomics and prognosis needs further validation, and the authors call for a multicenter prospective cohort.","In the same test cohort, the radiomics score alone had AUCs of 0.814, 0.796, and 0.782 for 1-, 3-, and 5-year overall survival. High- and low-score groups differed in tumor-cell heterogeneity and the microenvironment on TCGA sequencing.",REV-ALCIDES-AI,2026-09-23,needs_review,"The quoted AUCs belong to the internal test cohort of 154 patients. Application to TCGA-KIRC is described, but those external AUC figures are absent, so external performance is incomplete.",yes,canal-c-02
REC-AIBIOGU-000872,Han2024,The value of radiomics based on 2-[18 F]FDG PET/CT in predicting WHO/ISUP grade of clear cell renal cell carcinoma.,2024,EJNMMI Res,10.1186/s13550-024-01182-7,kidney_renal,,Retrospective single-center FDG PET/CT cohort.,own_cohort,"209 patients with 214 ccRCC lesions (141 low grade, 73 high grade) scanned with 2-[18F]FDG PET/CT from December 2016 to December 2023 and randomly split 7:3.",NR,samples,radiology_imaging,"FDG PET/CT radiomics at SUVmax thresholds of 0, 2.5%, 25%, and 40%.",diagnostic_prediction,"Minimum-redundancy maximum-relevance and LASSO models for clinical, radiomics, and combined predictors.","PET radiomic features inside a 40% SUVmax contour, plus clinical variables.",PET radiomics model at a 40% SUVmax threshold for WHO/ISUP grade in ccRCC.,diagnostic,AUC,PET-40% testing AUC 0.882 (95% CI 0.786-0.979); training AUC 0.887 (95% CI 0.826-0.948).,internal_holdout,Lesions were randomly split 7:3 at one center. The testing-group headcount is not stated. There is no external cohort.,NR,NR,none_stated,NR,NR,Radiomics from the 40% SUVmax PET volume predicted high versus low WHO/ISUP grade with a testing AUC of 0.882.,"The study is retrospective, monocentric, and based on a small sample.","Testing AUCs were 0.878, 0.876, and 0.871 for the 0, 2.5%, and 25% SUVmax contours. Clinical and radiomics training AUCs were 0.859 and 0.909. A combined-model AUC of 0.916 is reported for the training group.",REV-ALCIDES-AI,2026-09-23,needs_review,"Testing AUC 0.882 follows a 7:3 split of 214 lesions, but the testing-group size itself is not stated.",yes,canal-c-02
